Campaign: GainFrame - Discovery Keywords (ID: 2143510307)
Ad Group: Automated (ID: 2147000076)
"Start Date: Mar 21, 2026"
"End Date: May 27, 2026"
Currency: USD
Time Zone: America/New_York
""

Search Term,Match Source,Keyword,Match Type,Ad Group ID,Ad Group Name,Default CPT Bid,Spend,Avg CPA (Total),Average CPT,Avg CPM,Avg Daily Spend,Impressions,Taps,Installs (Total),TTR,CR (Total),CR (Tap-Through),New Downloads (Total),Redownloads (Total),Installs (View-Through),Installs (Tap-Through),Avg CPA (Tap-Through),New Downloads (View-Through),Redownloads (View-Through),New Downloads (Tap-Through),Redownloads (Tap-Through),Pre-Orders Placed (Tap-Through),Pre-Orders Placed (View-Through),Pre-Orders Placed (Total)
"awg mode","Search Match","","AUTO","2147000076","Automated","","0.58","0.00","0.58","","","161","1","0","0.0062","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"b4ufly","Search Match","","AUTO","2147000076","Automated","","0.80","0.00","0.80","","","22","1","0","0.0455","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"be aware gym","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"bell","Search Match","","AUTO","2147000076","Automated","","0.73","0.00","0.73","","","171","1","0","0.0058","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"better blend","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","28","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"better impact","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","38","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"bifrosha","Search Match","","AUTO","2147000076","Automated","","0.77","0.00","0.77","","","50","1","0","0.02","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"bike to work","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"bistrainer","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"blueparrott","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","36","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"body alive","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"body charge","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"body energy club","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","59","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"body fat calculator","Keyword","body fat calculator","EXACT","2147000075","Core Keywords - Exact","0.56","8.29","8.29","2.77","","","59","3","1","0.0508","0.3333","0.3333","1","0","0","1","8.29","0","0","1","0","0","0","0"
"body fat scanner","Keyword","body fat scanner","EXACT","2147000075","Core Keywords - Exact","0.56","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"body2brain","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"bodyhit","Search Match","","AUTO","2147000076","Automated","","1.07","0.00","1.07","","","62","1","0","0.0161","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"bodypedia","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"bodytime","Search Match","","AUTO","2147000076","Automated","","1.10","0.00","0.55","","","87","2","0","0.023","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"brampton rec","Search Match","","AUTO","2147000076","Automated","","1.30","0.00","0.65","","","116","2","0","0.0172","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"brampton recreation","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"brickly scan","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"brighton marathon 2026","Search Match","","AUTO","2147000076","Automated","","0.50","0.00","0.50","","","91","1","0","0.011","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"bulky","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","35","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"buzz gym","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","37","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"caroline girvan","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","63","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"casper health","Search Match","","AUTO","2147000076","Automated","","1.26","0.00","1.26","","","10","1","0","0.1","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"cercles de la forme","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","24","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"certainly glow","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","28","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"challenge","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"challenge runner","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","28","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"cheetah","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","24","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"cineplex","Search Match","","AUTO","2147000076","Automated","","0.43","0.43","0.43","","","220","1","1","0.0045","1.0","1.0","1","0","0","1","0.43","0","0","1","0","0","0","0"
"cned","Search Match","","AUTO","2147000076","Automated","","0.68","0.00","0.68","","","12","1","0","0.0833","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"co-op carwash","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","33","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"coach","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","103","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"coachella livestream","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"cocoaflow","Search Match","","AUTO","2147000076","Automated","","0.36","0.00","0.36","","","48","1","0","0.0208","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"code siya9a 2026","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","63","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"comfort","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","48","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"comfytemp","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"cool maze","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","31","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"coolmaze","Search Match","","AUTO","2147000076","Automated","","2.05","1.02","0.68","","","107","3","2","0.028","0.6667","0.6667","2","0","0","2","1.02","0","0","2","0","0","0","0"
"cosmo","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"court reserve","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","57","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"cubigo","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"currys track it.","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","23","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"curvlife","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"cycladesverif","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"dance bug","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"datman","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"decathlon fitness club","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"defog","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","51","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"devialet","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"dexafit","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"dexafit ai","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"digital grading ai","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","34","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"digital grading co","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","25","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"discountfit","Search Match","","AUTO","2147000076","Automated","","1.13","0.00","1.13","","","112","1","0","0.0089","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"dispatch","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","27","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"dispatch track","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"do health","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"doweat","Search Match","","AUTO","2147000076","Automated","","2.27","0.00","1.13","","","33","2","0","0.0606","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"dragonfly max","Search Match","","AUTO","2147000076","Automated","","0.75","0.00","0.75","","","75","1","0","0.0133","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"dreame","Search Match","","AUTO","2147000076","Automated","","0.56","0.56","0.56","","","109","1","1","0.0092","1.0","1.0","1","0","0","1","0.56","0","0","1","0","0","0","0"
"drmtlgy","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"dynacare plus","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","96","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"easyfitness","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"econofitness","Search Match","","AUTO","2147000076","Automated","","1.39","0.00","1.39","","","72","1","0","0.0139","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"egym fitness app","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ehs insight","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","19","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"elevate","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","55","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"elevate app","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","21","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"elevate premium fitness","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","21","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"elvie trainer","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","47","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"endo-app","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","34","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"enschede marathon","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ergotopia app","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"ess 45 zebra","Search Match","","AUTO","2147000076","Automated","","1.18","0.00","0.59","","","18","2","0","0.1111","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"everfit","Search Match","","AUTO","2147000076","Automated","","1.59","0.00","1.59","","","52","1","0","0.0192","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"everjump","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"f45","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","19","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"f45 training","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","23","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fady","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","56","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fat","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"faye","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","12","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fcymca","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"feel22","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","15","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"feels","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","51","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"feild bend","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fia wec","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fielmann","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"find me gluten free","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","33","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fischkopf","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fit4less","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","67","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fitaya","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","23","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fitcamx","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","47","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fitlog","Search Match","","AUTO","2147000076","Automated","","7.10","7.10","1.42","","","166","5","1","0.0301","0.2","0.2","1","0","0","1","7.10","0","0","1","0","0","0","0"
"fitness express","Search Match","","AUTO","2147000076","Automated","","1.57","0.00","1.57","","","39","1","0","0.0256","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fitness park","Search Match","","AUTO","2147000076","Automated","","2.70","0.00","0.68","","","717","4","0","0.0056","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fitomat","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","105","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fitr","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fittrack","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","28","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"flex","Search Match","","AUTO","2147000076","Automated","","0.74","0.00","0.74","","","26","1","0","0.0385","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"flexer","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","22","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"flip 7","Search Match","","AUTO","2147000076","Automated","","1.17","0.00","1.17","","","49","1","0","0.0204","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"flixfit","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"flowstage","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","15","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"foot life","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"footlife","Search Match","","AUTO","2147000076","Automated","","5.20","1.73","0.74","","","378","7","3","0.0185","0.4286","0.4286","3","0","0","3","1.73","0","0","3","0","0","0","0"
"footly","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","55","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"formula","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"frenchman","Search Match","","AUTO","2147000076","Automated","","0.90","0.00","0.90","","","200","1","0","0.005","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"frenchman triathlon","Search Match","","AUTO","2147000076","Automated","","9.28","0.00","1.55","","","225","6","0","0.0267","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"fullphysio","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","14","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"g shock","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","25","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gainframe","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","1","0.0","0.0","0.0","1","0","1","0","0.00","1","0","0","0","0","0","0"
"gambonanza","Search Match","","AUTO","2147000076","Automated","","1.41","0.00","1.41","","","86","1","0","0.0116","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gardrops","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gastromatic","Search Match","","AUTO","2147000076","Automated","","7.07","7.07","2.36","","","90","3","1","0.0333","0.3333","0.3333","1","0","0","1","7.07","0","0","1","0","0","0","0"
"gateway region ymca","Search Match","","AUTO","2147000076","Automated","","2.15","0.00","2.15","","","10","1","0","0.1","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gd","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","10","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gdm-health","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","20","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gearwrench","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","38","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"geely","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","34","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gefahren lernen","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","13","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"genae","Search Match","","AUTO","2147000076","Automated","","0.24","0.00","0.24","","","15","1","0","0.0667","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"genae fitness club","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","36","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"geobaroud","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"geogaming","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","83","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gesichtsanalyse","Search Match","","AUTO","2147000076","Automated","","18.20","6.07","2.02","","","95","9","3","0.0947","0.3333","0.3333","3","0","0","3","6.07","0","0","3","0","0","0","0"
"gestfit","Search Match","","AUTO","2147000076","Automated","","7.86","7.86","1.96","","","283","4","1","0.0141","0.25","0.25","1","0","0","1","7.86","0","0","1","0","0","0","0"
"getubetter app","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","21","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gibbon balance app","Search Match","","AUTO","2147000076","Automated","","1.29","0.00","1.29","","","35","1","0","0.0286","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gigafit","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","106","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gigseekr","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","18","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gimme care","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","71","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"giv","Search Match","","AUTO","2147000076","Automated","","0.75","0.00","0.75","","","68","1","0","0.0147","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gloo","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gluten free scanner","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","17","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gluten snap","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","77","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"glutenfrei scanner","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","15","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gnial","Search Match","","AUTO","2147000076","Automated","","0.32","0.00","0.32","","","20","1","0","0.05","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gold's gym","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","39","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gravitrax","Search Match","","AUTO","2147000076","Automated","","0.66","0.00","0.66","","","34","1","0","0.0294","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"grimp","Search Match","","AUTO","2147000076","Automated","","0.34","0.00","0.34","","","167","1","0","0.006","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gur kebab","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","16","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gym etc","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","11","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gym insight","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","30","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gym progress tracker","Keyword","gym progress tracker","EXACT","2147000075","Core Keywords - Exact","0.56","19.72","0.00","3.94","","","68","5","0","0.0735","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gymax","Search Match","","AUTO","2147000076","Automated","","1.70","1.70","1.70","","","27","1","1","0.037","1.0","1.0","1","0","0","1","1.70","0","0","1","0","0","0","0"
"gymbox","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","19","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gymcatch","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","29","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gymkee","Search Match","","AUTO","2147000076","Automated","","5.22","5.22","1.31","","","304","4","1","0.0132","0.25","0.25","1","0","0","1","5.22","0","0","1","0","0","0","0"
"gymmaster","Search Match","","AUTO","2147000076","Automated","","1.87","0.00","1.87","","","30","1","0","0.0333","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
"gympod","Search Match","","AUTO","2147000076","Automated","","0.00","0.00","0.00","","","41","0","0","0.0","0.0","0.0","0","0","0","0","0.00","0","0","0","0","0","0","0"
