page	query	recent_clicks	prior_clicks	click_delta	recent_impressions	prior_impressions	impression_delta	recent_ctr	prior_ctr	recent_position	prior_position
https://gainframe.app/blog/best-body-composition-apps/	body fat tracker app	0	0	0	11	8	3	0.0	0.0	9.181818181818182	10.25
https://gainframe.app/blog/best-body-composition-apps/	body measurement app	0	0	0	23	15	8	0.0	0.0	11.391304347826088	11.933333333333334
https://gainframe.app/blog/best-body-composition-apps/	body measurement apps	0	0	0	8	3	5	0.0	0.0	9.5	10.333333333333334
https://gainframe.app/blog/best-body-composition-apps/	what is the best app for tracking body measurements alongside lifts?	0	0	0	1	8	-7	0.0	0.0	7.0	8.25
https://gainframe.app/blog/best-body-fat-scanner-apps/	ai body fat scanner free	0	1	-1	1	10	-9	0.0	0.1	10.0	9.6
https://gainframe.app/blog/best-body-fat-scanner-apps/	best body scanner app	0	0	0	1	8	-7	0.0	0.0	10.0	6.0
https://gainframe.app/blog/best-body-fat-scanner-apps/	body fat app	0	1	-1	4	14	-10	0.0	0.07142857142857142	8.5	7.0
https://gainframe.app/blog/best-body-fat-scanner-apps/	body fat percentage app	0	0	0	3	10	-7	0.0	0.0	4.333333333333334	5.3
https://gainframe.app/blog/best-body-fat-scanner-apps/	body fat scanner	1	0	1	8	12	-4	0.125	0.0	15.25	22.666666666666668
https://gainframe.app/blog/best-body-fat-scanner-apps/	body fat scanner app	2	1	1	13	7	6	0.15384615384615385	0.14285714285714285	4.384615384615385	3.2857142857142856
https://gainframe.app/blog/best-body-fat-scanner-apps/	body scan app	1	0	1	11	43	-32	0.09090909090909091	0.0	3.8181818181818183	6.232558139534884
https://gainframe.app/blog/best-body-fat-scanner-apps/	body scanner	0	0	0	30	28	2	0.0	0.0	18.866666666666667	17.535714285714285
https://gainframe.app/blog/best-body-fat-scanner-apps/	body scanner app	0	0	0	2	8	-6	0.0	0.0	3.0	5.25
https://gainframe.app/blog/best-body-fat-scanner-apps/	body scanner app for weight loss	0	0	0	4	9	-5	0.0	0.0	8.75	6.888888888888889
https://gainframe.app/blog/best-body-fat-scanner-apps/	bodyfat scanner	0	0	0	4	12	-8	0.0	0.0	20.0	19.166666666666668
https://gainframe.app/blog/best-body-fat-scanner-apps/	dexa scan app	0	0	0	4	10	-6	0.0	0.0	10.0	9.5
https://gainframe.app/blog/best-body-fat-scanner-apps/	free body scanner app for weight loss	0	0	0	7	14	-7	0.0	0.0	8.0	6.571428571428571
https://gainframe.app/blog/best-body-fat-scanner-apps/	where can i measure my body fat	0	0	0	0	15	-15	0.0	0.0		25.0
https://gainframe.app/blog/best-body-rating-apps/	body rating	0	0	0	14	1	13	0.0	0.0	9.428571428571429	11.0
https://gainframe.app/blog/best-body-recomposition-apps/	best app for body recomposition	0	0	0	9	15	-6	0.0	0.0	4.111111111111111	3.7333333333333334
https://gainframe.app/blog/best-body-recomposition-apps/	best apps for body recomposition	1	1	0	11	4	7	0.09090909090909091	0.25	3.3636363636363638	3.0
https://gainframe.app/blog/best-body-recomposition-apps/	body recomposition app	0	0	0	8	10	-2	0.0	0.0	5.25	5.3
https://gainframe.app/blog/best-body-recomposition-apps/	what is the best body recomposition app for men?	0	0	0	14	8	6	0.0	0.0	7.642857142857143	7.875
https://gainframe.app/blog/best-body-recomposition-apps/	which personal training app is best for body recomposition?	0	0	0	12	8	4	0.0	0.0	7.166666666666667	8.625
https://gainframe.app/blog/best-body-scanning-measurement-apps/	3d body measurement app	0	0	0	7	9	-2	0.0	0.0	10.714285714285714	11.88888888888889
https://gainframe.app/blog/best-body-scanning-measurement-apps/	3d body scan app	1	0	1	10	8	2	0.1	0.0	8.5	10.125
https://gainframe.app/blog/best-body-scanning-measurement-apps/	3d body scanner app	0	1	-1	15	9	6	0.0	0.1111111111111111	6.066666666666666	9.11111111111111
https://gainframe.app/blog/best-body-scanning-measurement-apps/	ai body scanner app	3	0	3	38	2	36	0.07894736842105263	0.0	4.921052631578947	5.0
https://gainframe.app/blog/best-body-scanning-measurement-apps/	ai body scanner free	0	1	-1	9	6	3	0.0	0.16666666666666666	7.777777777777778	7.0
https://gainframe.app/blog/best-body-scanning-measurement-apps/	best app for body measurements	0	0	0	10	1	9	0.0	0.0	3.4	1.0
https://gainframe.app/blog/best-body-scanning-measurement-apps/	best app to track body measurements	0	0	0	8	2	6	0.0	0.0	7.875	1.0
https://gainframe.app/blog/best-body-scanning-measurement-apps/	best body measurement app	1	0	1	8	4	4	0.125	0.0	5.125	5.25
https://gainframe.app/blog/best-body-scanning-measurement-apps/	best body scan app	2	0	2	10	5	5	0.2	0.0	2.9	3.4
https://gainframe.app/blog/best-body-scanning-measurement-apps/	best body scan app free	0	0	0	11	3	8	0.0	0.0	3.090909090909091	4.333333333333334
https://gainframe.app/blog/best-body-scanning-measurement-apps/	best body scanner app	2	0	2	18	5	13	0.1111111111111111	0.0	4.444444444444445	6.0
https://gainframe.app/blog/best-body-scanning-measurement-apps/	body measurement scanner	1	0	1	9	4	5	0.1111111111111111	0.0	11.11111111111111	15.25
https://gainframe.app/blog/best-body-scanning-measurement-apps/	body measurement software	0	0	0	7	8	-1	0.0	0.0	16.42857142857143	14.5
https://gainframe.app/blog/best-body-scanning-measurement-apps/	body scan app	4	1	3	126	62	64	0.031746031746031744	0.016129032258064516	6.246031746031746	7.064516129032258
https://gainframe.app/blog/best-body-scanning-measurement-apps/	body scan app android	0	0	0	8	3	5	0.0	0.0	5.25	7.0
https://gainframe.app/blog/best-body-scanning-measurement-apps/	body scan apps	0	0	0	11	7	4	0.0	0.0	4.818181818181818	6.0
https://gainframe.app/blog/best-body-scanning-measurement-apps/	body scanner app	0	0	0	24	14	10	0.0	0.0	5.75	6.714285714285714
https://gainframe.app/blog/best-body-scanning-measurement-apps/	body scanning app	0	0	0	21	14	7	0.0	0.0	5.9523809523809526	7.928571428571429
https://gainframe.app/blog/best-body-scanning-measurement-apps/	body scanning application	0	0	0	11	4	7	0.0	0.0	5.454545454545454	8.25
https://gainframe.app/blog/best-body-scanning-measurement-apps/	free body scan app	1	0	1	16	4	12	0.0625	0.0	7.75	7.5
https://gainframe.app/blog/best-body-scanning-measurement-apps/	free body scanner	0	0	0	8	4	4	0.0	0.0	7.0	10.75
https://gainframe.app/blog/best-body-scanning-measurement-apps/	is there an app that can scan my body for clothing sizes yet	0	0	0	9	0	9	0.0	0.0	7.444444444444445	
https://gainframe.app/blog/best-body-tracking-apps/	body tracker	0	0	0	8	0	8	0.0	0.0	12.25	
https://gainframe.app/blog/best-body-tracking-apps/	body tracker app	0	0	0	8	1	7	0.0	0.0	6.25	7.0
https://gainframe.app/blog/best-body-tracking-apps/	body tracking app	0	0	0	21	1	20	0.0	0.0	7.761904761904762	8.0
https://gainframe.app/blog/best-body-tracking-apps/	body tracking application	0	0	0	8	0	8	0.0	0.0	6.5	
https://gainframe.app/blog/best-body-transformation-apps/	best ai for body transformation	1	0	1	8	2	6	0.125	0.0	1.5	5.0
https://gainframe.app/blog/best-body-transformation-apps/	best body ai app	0	1	-1	1	9	-8	0.0	0.1111111111111111	5.0	7.444444444444445
https://gainframe.app/blog/best-body-transformation-apps/	body transformation app	2	1	1	20	8	12	0.1	0.125	1.75	2.25
https://gainframe.app/blog/best-body-transformation-apps/	transformation app	0	1	-1	17	18	-1	0.0	0.05555555555555555	3.8823529411764706	7.111111111111111
https://gainframe.app/blog/best-body-transformation-apps/	what is the best app for beginners to track body changes?	0	0	0	13	14	-1	0.0	0.0	5.076923076923077	5.642857142857143
https://gainframe.app/blog/best-body-transformation-apps/	which app has the best before-and-after transformations for men?	0	0	0	9	6	3	0.0	0.0	5.888888888888889	7.5
https://gainframe.app/blog/best-free-progress-photo-apps/	app for taking progress photos on site?	0	0	0	9	12	-3	0.0	0.0	7.777777777777778	8.583333333333332
https://gainframe.app/blog/best-free-progress-photo-apps/	compare my progress	0	0	0	6	9	-3	0.0	0.0	6.0	5.888888888888889
https://gainframe.app/blog/best-free-progress-photo-apps/	progress photo app	1	0	1	9	12	-3	0.1111111111111111	0.0	3.5555555555555554	4.666666666666666
https://gainframe.app/blog/best-free-progress-photo-apps/	progress pics app	0	0	0	1	9	-8	0.0	0.0	5.0	2.333333333333333
https://gainframe.app/blog/best-free-progress-photo-apps/	progress picture app	1	0	1	8	9	-1	0.125	0.0	4.0	3.7777777777777777
https://gainframe.app/blog/best-free-progress-photo-apps/	zero tracking photo app	0	0	0	0	8	-8	0.0	0.0		12.0
https://gainframe.app/blog/best-inbody-alternatives/	inbody alternative	0	0	0	12	12	0	0.0	0.0	3.4166666666666665	5.5
https://gainframe.app/blog/best-inbody-alternatives/	inbody dial h30 vs withings body scan	0	0	0	10	5	5	0.0	0.0	13.3	17.2
https://gainframe.app/blog/best-inbody-alternatives/	inbody tissue alternative	0	0	0	11	4	7	0.0	0.0	2.4545454545454546	2.5
https://gainframe.app/blog/best-inbody-alternatives/	inbody vs withings	0	0	0	14	12	2	0.0	0.0	12.0	12.833333333333334
https://gainframe.app/blog/best-inbody-alternatives/	inbody vs withings body scan	0	0	0	3	8	-5	0.0	0.0	17.333333333333332	14.0
https://gainframe.app/blog/best-inbody-alternatives/	withings vs inbody	0	0	0	12	11	1	0.0	0.0	11.333333333333334	14.363636363636363
https://gainframe.app/blog/best-leanlens-alternatives/	leanlens	0	1	-1	81	72	9	0.0	0.013888888888888888	5.160493827160494	5.791666666666667
https://gainframe.app/blog/best-leanlens-alternatives/	leanlens ai	0	0	0	9	37	-28	0.0	0.0	5.333333333333333	5.621621621621622
https://gainframe.app/blog/best-progress-photo-apps/	myfitnesspal progress photos feature official	0	0	0	12	3	9	0.0	0.0	8.75	9.0
https://gainframe.app/blog/best-progress-photo-apps/	no tracking photo app	0	0	0	8	5	3	0.0	0.0	7.25	7.0
https://gainframe.app/blog/best-zozofit-alternatives/	zozofit	0	1	-1	9	8	1	0.0	0.125	2.0	2.0
https://gainframe.app/blog/body-fat-percentage-chart/	body fat chart	0	0	0	0	13	-13	0.0	0.0		23.76923076923077
https://gainframe.app/blog/body-fat-percentage-chart/	body fat images	0	0	0	0	10	-10	0.0	0.0		15.4
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage chart	0	0	0	9	56	-47	0.0	0.0	26.22222222222222	25.857142857142858
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage examples	0	0	0	2	12	-10	0.0	0.0	33.5	36.0
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage graph	0	0	0	2	8	-6	0.0	0.0	19.5	16.125
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage images	0	0	0	5	8	-3	0.0	0.0	16.0	17.25
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage men	0	0	0	0	17	-17	0.0	0.0		44.35294117647059
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage men pictures	0	0	0	10	35	-25	0.0	0.0	19.5	13.485714285714286
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage photos	0	0	0	4	11	-7	0.0	0.0	22.25	15.363636363636363
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage pictures	1	1	0	8	25	-17	0.125	0.04	18.875	17.16
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage pictures female	0	0	0	6	10	-4	0.0	0.0	19.666666666666668	20.6
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage pictures male	0	0	0	1	9	-8	0.0	0.0	16.0	19.0
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage visual	0	0	0	4	12	-8	0.0	0.0	13.25	14.166666666666666
https://gainframe.app/blog/body-fat-percentage-chart/	body fat percentage visual estimation chart men mirror selfie	0	0	0	0	10	-10	0.0	0.0		7.8
https://gainframe.app/blog/body-fat-percentage-chart/	body fat pictures	0	0	0	0	11	-11	0.0	0.0		17.90909090909091
https://gainframe.app/blog/body-fat-percentage-chart/	body fat reference images	0	0	0	8	3	5	0.0	0.0	9.25	9.0
https://gainframe.app/blog/body-fat-percentage-chart/	body fat visual guide	0	0	0	4	8	-4	0.0	0.0	14.5	13.75
https://gainframe.app/blog/body-fat-percentage-chart/	fat percentage chart	0	0	0	0	8	-8	0.0	0.0		30.875
https://gainframe.app/blog/body-fat-percentage-chart/	how 10 body fat look like	0	0	0	1	9	-8	0.0	0.0	11.0	10.555555555555555
https://gainframe.app/blog/body-fat-percentage-chart/	male body fat percentage	0	0	0	0	8	-8	0.0	0.0		44.0
https://gainframe.app/blog/body-fat-percentage-chart/	male body fat percentage chart	0	0	0	3	8	-5	0.0	0.0	26.333333333333332	25.0
https://gainframe.app/blog/body-fat-percentage-chart/	male body fat percentage pictures	0	0	0	2	11	-9	0.0	0.0	15.0	11.272727272727273
https://gainframe.app/blog/body-fat-percentage-chart/	men body fat percentage pictures	0	0	0	3	14	-11	0.0	0.0	11.333333333333334	10.357142857142858
https://gainframe.app/blog/body-fat-percentage-chart/	what does 10 percent body fat look like	0	0	0	6	9	-3	0.0	0.0	12.0	12.333333333333334
https://gainframe.app/blog/body-fat-percentage-chart/	what does 18 body fat look like on a man	0	0	0	0	15	-15	0.0	0.0		9.2
https://gainframe.app/blog/body-fat-percentage-chart/	what does 25 body fat look like on a man	0	0	0	0	21	-21	0.0	0.0		9.714285714285714
https://gainframe.app/blog/body-fat-visible-jawline-men/	at what body fat % can i look down without having a double chin	0	0	0	9	0	9	0.0	0.0	4.0	
https://gainframe.app/blog/body-fat-visible-jawline-men/	at what body fat does jawline show	0	0	0	8	7	1	0.0	0.0	4.0	5.428571428571429
https://gainframe.app/blog/body-fat-visible-jawline-men/	body fat percentage for visible jawline men	0	0	0	5	8	-3	0.0	0.0	6.8	8.625
https://gainframe.app/blog/body-fat-visible-jawline-men/	face at different body fat percentages	0	0	0	12	2	10	0.0	0.0	10.166666666666666	9.5
https://gainframe.app/blog/body-transformation-tracker-apps/	(gainframe app what is it) (site:x.com or site:gainframe.app)	0	0	0	0	12	-12	0.0	0.0		5.25
https://gainframe.app/blog/body-transformation-tracker-apps/	(gainframe.app) (site:x.com or site:gainframe.app)	0	0	0	0	10	-10	0.0	0.0		5.9
https://gainframe.app/blog/body-transformation-tracker-apps/	best body ai	0	1	-1	8	9	-1	0.0	0.1111111111111111	7.375	4.444444444444445
https://gainframe.app/blog/body-transformation-tracker-apps/	gain frame app	0	0	0	5	8	-3	0.0	0.0	1.0	1.0
https://gainframe.app/blog/body-transformation-tracker-apps/	gainframe	1	0	1	71	96	-25	0.014084507042253521	0.0	3.352112676056338	6.052083333333333
https://gainframe.app/blog/body-transformation-tracker-apps/	gainframe app	0	1	-1	8	21	-13	0.0	0.047619047619047616	6.75	8.095238095238095
https://gainframe.app/blog/bulk-cut-or-recomp/	15-17% bf cut, bulk or recomp	0	0	0	5	35	-30	0.0	0.0	4.2	3.6285714285714286
https://gainframe.app/blog/chest-to-waist-ratio/	chest and waist	0	0	0	8	5	3	0.0	0.0	6.375	7.6
https://gainframe.app/blog/chest-to-waist-ratio/	chest ratio	0	0	0	8	1	7	0.0	0.0	5.5	2.0
https://gainframe.app/blog/chest-to-waist-ratio/	chest to waist ratio	2	0	2	87	26	61	0.022988505747126436	0.0	4.896551724137931	5.923076923076923
https://gainframe.app/blog/chest-to-waist-ratio/	chest to waist ratio men	2	2	0	31	11	20	0.06451612903225806	0.18181818181818182	4.612903225806452	4.727272727272727
https://gainframe.app/blog/chest-to-waist-ratio/	chest vs waist	0	0	0	8	2	6	0.0	0.0	4.0	6.0
https://gainframe.app/blog/chest-to-waist-ratio/	chest waist	0	0	0	25	11	14	0.0	0.0	4.12	5.181818181818182
https://gainframe.app/blog/chest-to-waist-ratio/	chest waist ratio	0	0	0	13	4	9	0.0	0.0	7.846153846153846	5.0
https://gainframe.app/blog/chest-to-waist-ratio/	ideal chest to waist ratio	0	0	0	14	3	11	0.0	0.0	7.357142857142857	7.0
https://gainframe.app/blog/chest-to-waist-ratio/	ideal chest to waist ratio male	0	0	0	11	10	1	0.0	0.0	7.909090909090909	8.9
https://gainframe.app/blog/chest-to-waist-ratio/	waist chest ratio	0	0	0	13	5	8	0.0	0.0	8.461538461538462	4.4
https://gainframe.app/blog/chest-to-waist-ratio/	waist to chest ratio	1	0	1	38	12	26	0.02631578947368421	0.0	4.842105263157895	6.166666666666667
https://gainframe.app/blog/chest-to-waist-ratio/	waist to chest ratio male	0	0	0	22	6	16	0.0	0.0	9.954545454545455	8.333333333333332
https://gainframe.app/blog/dexa-scan-alternative/	alternatives to dexa scan	0	0	0	12	2	10	0.0	0.0	10.0	6.5
https://gainframe.app/blog/dexa-scan-alternative/	dexa alternative	0	0	0	10	8	2	0.0	0.0	9.4	7.25
https://gainframe.app/blog/dexa-scan-alternative/	dexa scan alternative	0	0	0	11	7	4	0.0	0.0	9.0	10.285714285714286
https://gainframe.app/blog/dexa-scan-alternative/	dexa scan alternatives	0	0	0	15	19	-4	0.0	0.0	7.266666666666667	9.789473684210526
https://gainframe.app/blog/dexa-scan-alternative/	how much do body composition tests like dexa scans cost	0	0	0	26	24	2	0.0	0.0	3.923076923076923	4.208333333333334
https://gainframe.app/blog/face-fat-and-body-fat/	body fat face change	0	0	0	11	4	7	0.0	0.0	10.363636363636363	8.25
https://gainframe.app/blog/face-fat-and-body-fat/	body fat face difference	0	0	0	8	3	5	0.0	0.0	9.375	13.0
https://gainframe.app/blog/face-fat-and-body-fat/	body fat percentage face	0	0	0	3	9	-6	0.0	0.0	21.333333333333332	9.88888888888889
https://gainframe.app/blog/face-fat-and-body-fat/	face at different body fat percentages	0	0	0	1	8	-7	0.0	0.0	10.0	10.125
https://gainframe.app/blog/face-fat-and-body-fat/	face fat percentage	0	0	0	0	8	-8	0.0	0.0		13.75
https://gainframe.app/blog/face-fat-and-body-fat/	facial leanness	0	0	0	5	13	-8	0.0	0.0	12.4	10.923076923076923
https://gainframe.app/blog/face-fat-and-body-fat/	fat face vs lean face	0	0	0	11	12	-1	0.0	0.0	7.0	7.166666666666667
https://gainframe.app/blog/face-fat-and-body-fat/	low body fat face	0	0	0	8	4	4	0.0	0.0	10.625	10.75
https://gainframe.app/blog/ffmi-chart/	ffmi chart	0	1	-1	63	64	-1	0.0	0.015625	7.841269841269841	9.0
https://gainframe.app/blog/gainframe-roadmap-next-90-days/	gainframe	0	0	0	33	0	33	0.0	0.0	2.4545454545454546	
https://gainframe.app/blog/gainframe-vs-fitbod-ray-gymstreak/	gains coach vs fitbod	0	0	0	11	3	8	0.0	0.0	1.9090909090909092	2.0
https://gainframe.app/blog/how-accurate-are-body-fat-calculators/	are body fat calculators accurate	0	0	0	8	1	7	0.0	0.0	9.625	8.0
https://gainframe.app/blog/how-to-get-toned-arms/	toned arms meaning	0	0	0	3	8	-5	0.0	0.0	13.0	6.125
https://gainframe.app/blog/how-to-take-body-measurements/	how measure body	0	0	0	3	9	-6	0.0	0.0	38.333333333333336	43.44444444444444
https://gainframe.app/blog/how-to-take-body-measurements/	how to read body measurements	0	0	0	9	22	-13	0.0	0.0	14.555555555555555	6.636363636363637
https://gainframe.app/blog/how-to-take-body-measurements/	how to take body measurements	0	0	0	7	11	-4	0.0	0.0	35.142857142857146	37.27272727272727
https://gainframe.app/blog/hume-body-pod-review/	hume body pod	0	0	0	9	3	6	0.0	0.0	23.22222222222222	28.333333333333332
https://gainframe.app/blog/hume-body-pod-review/	hume pod	0	0	0	24	4	20	0.0	0.0	23.625	42.5
https://gainframe.app/blog/ideal-body-measurements-men/	average body measurements male	0	0	0	7	11	-4	0.0	0.0	10.285714285714286	10.636363636363637
https://gainframe.app/blog/ideal-body-measurements-men/	average male back	0	0	0	18	10	8	0.0	0.0	8.666666666666668	9.2
https://gainframe.app/blog/ideal-body-measurements-men/	average male body measurements	0	0	0	21	24	-3	0.0	0.0	10.761904761904763	11.666666666666666
https://gainframe.app/blog/ideal-body-measurements-men/	average male body proportions	0	0	0	3	8	-5	0.0	0.0	5.666666666666667	10.125
https://gainframe.app/blog/ideal-body-measurements-men/	average male proportions	0	0	0	13	6	7	0.0	0.0	8.153846153846153	9.0
https://gainframe.app/blog/ideal-body-measurements-men/	average measurements of a man	0	0	0	8	2	6	0.0	0.0	9.75	14.0
https://gainframe.app/blog/ideal-body-measurements-men/	best body proportions male	1	0	1	8	1	7	0.125	0.0	5.75	8.0
https://gainframe.app/blog/ideal-body-measurements-men/	body measurements for men	0	0	0	43	6	37	0.0	0.0	10.55813953488372	12.166666666666666
https://gainframe.app/blog/ideal-body-measurements-men/	body measurements male	0	0	0	9	3	6	0.0	0.0	6.555555555555555	13.0
https://gainframe.app/blog/ideal-body-measurements-men/	body measurements men	1	0	1	23	8	15	0.043478260869565216	0.0	8.434782608695652	17.0
https://gainframe.app/blog/ideal-body-measurements-men/	body proportions male	0	0	0	12	2	10	0.0	0.0	10.416666666666666	10.5
https://gainframe.app/blog/ideal-body-measurements-men/	body size men	0	0	0	9	9	0	0.0	0.0	6.888888888888889	7.666666666666667
https://gainframe.app/blog/ideal-body-measurements-men/	body sizes men	0	0	0	11	12	-1	0.0	0.0	6.7272727272727275	7.5
https://gainframe.app/blog/ideal-body-measurements-men/	bodybuilding measurements	0	0	0	8	1	7	0.0	0.0	11.125	39.0
https://gainframe.app/blog/ideal-body-measurements-men/	ideal body measurements	0	0	0	24	11	13	0.0	0.0	10.583333333333334	11.818181818181818
https://gainframe.app/blog/ideal-body-measurements-men/	ideal body measurements for men	1	1	0	14	10	4	0.07142857142857142	0.1	6.142857142857143	8.0
https://gainframe.app/blog/ideal-body-measurements-men/	ideal body measurements male	0	1	-1	6	9	-3	0.0	0.1111111111111111	5.333333333333333	7.777777777777778
https://gainframe.app/blog/ideal-body-measurements-men/	ideal chest size	0	0	0	8	2	6	0.0	0.0	10.75	8.5
https://gainframe.app/blog/ideal-body-measurements-men/	ideal chest size for 6 feet male	0	0	0	16	4	12	0.0	0.0	10.25	11.5
https://gainframe.app/blog/ideal-body-measurements-men/	ideal chest size for male	0	0	0	19	5	14	0.0	0.0	10.578947368421053	9.8
https://gainframe.app/blog/ideal-body-measurements-men/	ideal chest size male	0	0	0	9	2	7	0.0	0.0	9.0	16.0
https://gainframe.app/blog/ideal-body-measurements-men/	ideal male body measurements	0	0	0	11	2	9	0.0	0.0	11.181818181818182	8.0
https://gainframe.app/blog/ideal-body-measurements-men/	ideal male proportions	0	0	0	8	3	5	0.0	0.0	6.875	25.666666666666668
https://gainframe.app/blog/ideal-body-measurements-men/	male body measurements	1	0	1	11	5	6	0.09090909090909091	0.0	7.0	11.4
https://gainframe.app/blog/ideal-body-measurements-men/	male body proportions	0	0	0	33	38	-5	0.0	0.0	7.181818181818182	9.473684210526315
https://gainframe.app/blog/ideal-body-measurements-men/	male proportions	0	0	0	17	2	15	0.0	0.0	7.411764705882353	17.5
https://gainframe.app/blog/ideal-body-measurements-men/	men body measurements	1	0	1	12	3	9	0.08333333333333333	0.0	5.666666666666667	9.333333333333334
https://gainframe.app/blog/ideal-body-measurements-men/	perfect body measurements	0	0	0	8	0	8	0.0	0.0	10.375	
https://gainframe.app/blog/ideal-body-measurements-men/	perfect body measurements for 5 10 male	0	0	0	6	9	-3	0.0	0.0	10.666666666666666	10.333333333333334
https://gainframe.app/blog/ideal-body-measurements-men/	perfect body measurements for 5 7 male	0	0	0	8	3	5	0.0	0.0	11.0	11.0
https://gainframe.app/blog/ideal-body-measurements-men/	perfect body ratio for male	0	0	0	8	2	6	0.0	0.0	5.625	11.5
https://gainframe.app/blog/ideal-body-measurements-men/	perfect male body size	0	0	0	30	4	26	0.0	0.0	7.366666666666666	13.75
https://gainframe.app/blog/ideal-body-measurements-men/	perfect size for men	0	0	0	14	6	8	0.0	0.0	8.0	7.833333333333333
https://gainframe.app/blog/ideal-body-measurements-men/	what is the perfect size for a man	0	1	-1	9	4	5	0.0	0.25	8.444444444444445	9.25
https://gainframe.app/blog/ideal-body-measurements-men/	what is the perfect size of a man	0	0	0	21	7	14	0.0	0.0	6.714285714285714	7.285714285714286
https://gainframe.app/blog/ideal-body-measurements-women/	ideal body measurements for women	0	0	0	0	28	-28	0.0	0.0		10.107142857142858
https://gainframe.app/blog/ideal-body-measurements-women/	ideal body proportions female	0	0	0	0	11	-11	0.0	0.0		7.909090909090909
https://gainframe.app/blog/ideal-body-measurements-women/	ideal body size for women	0	0	0	0	8	-8	0.0	0.0		11.0
https://gainframe.app/blog/ideal-body-measurements-women/	ideal measurements for a woman	0	1	-1	0	8	-8	0.0	0.125		21.75
https://gainframe.app/blog/ideal-body-measurements-women/	ideal measurements for women	0	0	0	0	10	-10	0.0	0.0		8.7
https://gainframe.app/blog/ideal-body-measurements-women/	perfect vital statistics	0	0	0	0	9	-9	0.0	0.0		1.0
https://gainframe.app/blog/ideal-body-measurements-women/	perfect vital statistics for women	0	0	0	0	12	-12	0.0	0.0		7.916666666666667
https://gainframe.app/blog/jefit-vs-hevy/	hevy vs jefit	0	0	0	12	15	-3	0.0	0.0	10.166666666666666	8.333333333333332
https://gainframe.app/blog/jefit-vs-hevy/	jefit vs hevy	1	0	1	18	12	6	0.05555555555555555	0.0	8.666666666666668	8.75
https://gainframe.app/blog/lean-mass-vs-muscle-mass/	muscle mass	0	0	0	0	12	-12	0.0	0.0		58.666666666666664
https://gainframe.app/blog/metamorph-vs-gainframe/	(gainframe app what is it) (site:x.com or site:gainframe.app)	0	0	0	0	12	-12	0.0	0.0		2.75
https://gainframe.app/blog/metamorph-vs-gainframe/	(gainframe.app) (site:x.com or site:gainframe.app)	0	0	0	0	10	-10	0.0	0.0		3.0
https://gainframe.app/blog/metamorph-vs-gainframe/	gainframe	1	0	1	16	35	-19	0.0625	0.0	3.8125	6.142857142857143
https://gainframe.app/blog/natty-limit/	natty limit	0	0	0	21	0	21	0.0	0.0	4.238095238095238	
https://gainframe.app/blog/natty-limit/	natural limit	0	0	0	9	0	9	0.0	0.0	7.333333333333333	
https://gainframe.app/blog/newbie-gains/	how long are newbie gains	0	0	0	0	8	-8	0.0	0.0		10.125
https://gainframe.app/blog/newbie-gains/	how long do newbie gains last	0	0	0	11	71	-60	0.0	0.0	10.272727272727273	10.014084507042254
https://gainframe.app/blog/newbie-gains/	how long does newbie gains last	0	0	0	2	16	-14	0.0	0.0	9.5	9.4375
https://gainframe.app/blog/newbie-gains/	newbie gains	0	0	0	12	10	2	0.0	0.0	7.5	18.0
https://gainframe.app/blog/newbie-gains/	when do newbie gains stop	0	0	0	6	10	-4	0.0	0.0	8.833333333333332	9.7
https://gainframe.app/blog/physique-rating-scale/	body rating	0	1	-1	19	4	15	0.0	0.25	6.684210526315789	5.75
https://gainframe.app/blog/physique-rating-scale/	physique rating	1	4	-3	30	38	-8	0.03333333333333333	0.10526315789473684	8.666666666666668	6.605263157894737
https://gainframe.app/blog/rate-my-physique/	can you rate my physique	1	0	1	8	0	8	0.125	0.0	7.75	
https://gainframe.app/blog/rate-my-physique/	rate my body	1	0	1	37	7	30	0.02702702702702703	0.0	19.37837837837838	21.571428571428573
https://gainframe.app/blog/rate-my-physique/	rate my physique	2	0	2	15	3	12	0.13333333333333333	0.0	11.466666666666667	21.666666666666668
https://gainframe.app/blog/ray-fitness-app-review/	ray ai personal trainer	0	1	-1	10	7	3	0.0	0.14285714285714285	9.9	7.142857142857143
https://gainframe.app/blog/ray-fitness-app-review/	ray fitness	0	0	0	18	17	1	0.0	0.0	9.0	6.823529411764706
https://gainframe.app/blog/ray-fitness-app-review/	ray fitness app	0	0	0	15	13	2	0.0	0.0	9.533333333333333	8.76923076923077
https://gainframe.app/blog/recomp-ai-vs-gainframe/	(gainframe app what is it) (site:x.com or site:gainframe.app)	0	0	0	0	8	-8	0.0	0.0		7.125
