landingPagePlusQueryString	pageTitle	recent_sessions	prior_sessions	sessions_delta	recent_newUsers	prior_newUsers	newUsers_delta	recent_engagedSessions	prior_engagedSessions
(not set)	An AI Idea Validator Scored My Live App 66/100 | GainFrame	1	0	1	0	0	0	0	0
(not set)	Apps Like GainFrame: Honest Alternatives (From the Founder) | GainFrame	1	0	1	0	0	0	1	0
(not set)	Average Shoulder Width: What's Broad, What's Average & What You Can Change | GainFrame	1	0	1	0	0	0	0	0
(not set)	Best AI Body Transformation Apps (2026): 6 Trackers Tested & Ranked | GainFrame	1	0	1	0	0	0	0	0
(not set)	FFMI Chart: Where Do You Actually Fall? (Men & Women) | GainFrame	1	0	1	0	0	0	0	0
(not set)	Face Fat and Body Fat: Why Your Face Leans Out First | GainFrame	1	0	1	0	0	0	0	0
(not set)	How to Calculate Body Fat From a Photo Using AI (2026 Guide) | GainFrame	1	0	1	0	0	0	0	0
(not set)	I Compared My AI Body Scan to a $150 DEXA Scan — Here's How Close It Got | GainFrame	1	0	1	0	0	0	0	0
(not set)	My App Hit $1,000 MRR Today, Five Months After the First Commit | GainFrame	2	1	1	0	0	0	0	0
(not set)	Rate My Physique — Free AI Body Rater From One Photo | GainFrame	1	0	1	0	0	0	0	0
(not set)	Should I Bulk or Cut? A 2-Minute Self-Assessment | GainFrame	1	0	1	0	0	0	1	0
(not set)	Skeletal Muscle Mass Percentage: What's Good, by Age & Sex | GainFrame	1	0	1	0	0	0	0	0
(not set)	The GainFrame Roadmap for the Next 90 Days | GainFrame	1	0	1	0	0	0	1	0
(not set)	Three of Every Four People Who Install My App Are Gone Within a Week | GainFrame	1	0	1	0	0	0	0	0
(not set)	What Is FFMI? The Body Composition Metric That Actually Works for Lifters | GainFrame	1	0	1	0	0	0	0	0
(not set)	何が変わったのかを説明する進捗写真 |ゲインフレーム	1	0	1	0	0	0	0	0
/	10 Best Fitness Apps for Women in 2026 (By Goal) | GainFrame	1	0	1	0	0	0	1	0
/	5 AI Physique Rating Apps Tested (2026): Toy Scorers vs Real Assessment | GainFrame	1	0	1	0	0	0	1	0
/	5 Best Ways to Make App Store Screenshots (From a Solo Dev) | GainFrame	1	0	1	0	0	0	1	0
/	6 Best Body Rating Apps in 2026 (Tested) | GainFrame	2	1	1	0	0	0	2	1
/	7 Best Free Body Fat Apps in 2026 (Actually Free) | GainFrame	1	0	1	0	0	0	1	0
/	Average Waist Size for Women: By Age & What's Healthy | GainFrame	1	0	1	0	0	0	1	0
/	Bezplatný odhad telesného tuku s umelou inteligenciou z fotografie | GainFrame	1	0	1	0	0	0	1	0
/	ChatGPT Sends Us 31% of Our Users — Here's the Generative Engine Optimization Playbook We Used | GainFrame	1	0	1	0	0	0	1	0
/	DEXA Scan Alternative: 6 Options Ranked by Cost, Accuracy & Convenience | GainFrame	1	0	1	0	0	0	1	0
/	Fortschrittsfotos, die erklären, was sich geändert hat | GainFrame	1	0	1	0	0	0	1	0
/	Fotografie z priebehu, ktoré vysvetľujú, čo sa zmenilo | GainFrame	1	0	1	1	0	1	1	0
/	Fotos del progreso que explican los cambios | GainFrame	1	0	1	0	0	0	1	0
/	How Accurate Are Body Fat Calculators? Method by Method | GainFrame	1	0	1	0	0	0	1	0
/	In-App Surveys Got 189 Responses. My Cancel Emails Got Zero. | GainFrame	1	0	1	0	0	0	1	0
/	Lean Bulk vs Dirty Bulk: What Each Actually Looks Like | GainFrame	1	0	1	0	0	0	1	0
/	Metamorph vs GainFrame: Which Progress Photo App Wins for Serious Lifters in 2026? | GainFrame	1	0	1	0	0	0	1	0
/	My App Has Copycats Now | GainFrame	2	1	1	0	0	0	2	1
/	My App Was Spending Half Its Revenue on AI. Four Weeks Later It's 17%. | GainFrame	1	0	1	0	0	0	1	0
/	Percentual de Gordura Corporal em Cada Idade — Visualizador Interativo (Masculino e Feminino) | GainFrame	1	0	1	0	0	0	1	0
/	Porcentaje de grasa corporal a cada edad: visualizador interactivo (hombres y mujeres) | GainFrame	1	0	1	0	0	0	1	0
/	Rate My Physique — Free AI Body Rater From One Photo | GainFrame	1	0	1	0	0	0	1	0
/	Should I Bulk or Cut? A 2-Minute Self-Assessment | GainFrame	1	0	1	0	0	0	1	0
/	Three of Every Four People Who Install My App Are Gone Within a Week | GainFrame	1	0	1	0	0	0	0	0
/	Why You Look Better in the Gym Mirror (It's Not in Your Head) | GainFrame	1	0	1	0	0	0	1	0
/	Your First Cut: A Beginner's Guide to Cutting Without Losing Muscle | GainFrame	1	0	1	0	0	0	1	0
/	Your Score Says Your Chest Needs Work — Now What? | GainFrame	1	0	1	0	0	0	1	0
/	何が変わったのかを説明する進捗写真 |ゲインフレーム	1	0	1	0	0	0	1	0
/about/	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	1	0	1	0	0	0	1	0
/about/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	1	0	1	0	0
/about/	I Thought $1,500 MRR Meant I’d Figured It Out. It Just Gave Me Better Problems. | GainFrame	1	0	1	0	0	0	0	0
/about/	Paid Ads Didn't Work, So I'm Trying Weirder Stuff: 3 Marketing Experiments | GainFrame	1	0	1	0	0	0	1	0
/blog/	7 Best Free Body Fat Apps in 2026 (Actually Free) | GainFrame	1	0	1	0	0	0	1	0
/blog/	Average Body Fat Percentage for Athletes: By Sport | GainFrame	1	0	1	0	0	0	1	0
/blog/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/	Hume Health Body Pod Review (2026): Worth $229? | GainFrame	1	0	1	0	0	0	1	0
/blog/	I Thought $1,500 MRR Meant I’d Figured It Out. It Just Gave Me Better Problems. | GainFrame	1	0	1	0	0	0	0	0
/blog/	Ray Fitness App Review (2026): The Voice AI Trainer, Tested | GainFrame	1	0	1	0	0	0	1	0
/blog/1000-mrr-five-months/	Every Tool and System Behind My $944 MRR iOS App | GainFrame	4	3	1	0	0	0	4	3
/blog/1000-mrr-five-months/	How I Grew My App's Organic Traffic 15x in 90 Days | GainFrame	1	0	1	0	0	0	1	0
/blog/1000-mrr-five-months/	I Spent $5,674 on App Ads. Here's Why I Stopped. | GainFrame	1	0	1	0	0	0	1	0
/blog/1000-mrr-five-months/	Progress photos that explain what changed | GainFrame	2	1	1	0	0	0	2	1
/blog/1500-mrr-better-problems/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/1500-mrr-better-problems/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/1500-mrr-better-problems/	My App Hit $1,000 MRR Today, Five Months After the First Commit | GainFrame	1	0	1	0	0	0	0	0
/blog/?tag=founder-story	5 Best Ways to Make App Store Screenshots (From a Solo Dev) | GainFrame	1	0	1	0	0	0	1	0
/blog/?tag=founder-story	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/?tag=founder-story	Fitness Comics — Gym, Nutrition & Training Myths Illustrated | GainFrame	1	0	1	0	0	0	1	0
/blog/?tag=founder-story	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/?tag=founder-story	The GainFrame Roadmap for the Next 90 Days | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/	2026-இன் 5 சிறந்த AI உடல் திருத்தி செயலிகள் (+ நேர்மையான மாற்று) | கெயின்ஃபிரேம்	1	0	1	1	0	1	0	0
/blog/ai-body-editor-apps-vs-real-analysis/	5 Best AI Body Fat Estimator Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/	Best AI Body Scan & Body Composition App in 2026: Full Comparison | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/	Les 5 meilleures applications de retouche corporelle par IA de 2026 (+ l'alternative honnête) | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/	The Physique Rating Scale: What the Numbers Actually Mean | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/?hl=en-US	5 Best AI Body Editor Apps 2026 (+ the Honest Alternative) | GainFrame	1	0	1	1	0	1	0	0
/blog/ai-body-editor-apps-vs-real-analysis/?hl=ru-RU	5 Best AI Body Editor Apps 2026 (+ the Honest Alternative) | GainFrame	1	0	1	1	0	1	0	0
/blog/ai-body-fat-apps-android/	تطبيقات الذكاء الاصطناعي لحساب نسبة الدهون في الجسم لنظام أندرويد: ما الذي سينجح في عام 2026؟ | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-fat-photo-accuracy-study/	Skinny Fat to Muscular: The Recomp Playbook (and How to Track It) | GainFrame	1	0	1	0	0	0	0	0
/blog/ai-fitness-coach-vs-chatgpt/	AI健身教练与ChatGPT：当专用应用程序击败普通法学硕士（2026）| GainFrame	1	0	1	0	0	0	1	0
/blog/almost-quit-in-may-12-month-goals/	10 Best Fitness Apps for Men in 2026 (By Goal) | GainFrame	1	0	1	0	0	0	1	0
/blog/am-i-skinny-fat-quiz/	Average Waist Size for Men: By Age, Height & What It Means | GainFrame	1	0	1	1	0	1	0	0
/blog/apps-like-umax/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	0	0
/blog/average-bicep-size/	Natty Limit: How Big Can You Get Naturally? (With Real Numbers) | GainFrame	1	0	1	0	0	0	1	0
/blog/average-bicep-size/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/blog/average-body-fat-percentage-by-age/	Aesthetic Physique: The Body Fat % and Proportions That Create the Look | GainFrame	1	0	1	0	0	0	1	0
/blog/average-body-fat-percentage-by-age/	Average Body Fat Percentage by Age: Charts for Men & Women | GainFrame	8	7	1	6	5	1	5	4
/blog/average-body-fat-percentage-by-age/	What Is FFMI? The Body Composition Metric That Actually Works for Lifters | GainFrame	1	0	1	0	0	0	1	0
/blog/average-body-fat-percentage-women/	Average Waist Size for Women: By Age & What's Healthy | GainFrame	1	0	1	1	0	1	0	0
/blog/average-chest-size/	5 AI Physique Rating Apps Tested (2026): Toy Scorers vs Real Assessment | GainFrame	1	0	1	0	0	0	0	0
/blog/average-chest-size/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/average-chest-size/	Average Shoulder Width: What's Broad, What's Average & What You Can Change | GainFrame	1	0	1	0	0	0	1	0
/blog/average-chest-size/	Best AI Body Scan & Body Composition App in 2026: Full Comparison | GainFrame	1	0	1	0	0	0	0	0
/blog/average-chest-size/	Best Ways to Measure Body Fat in 2026 (Accuracy Comparison) | GainFrame	1	0	1	0	0	0	1	0
/blog/average-chest-size/	Body Fat Percentage Chart: What 10–40% Actually Looks Like (Men & Women) | GainFrame	1	0	1	0	0	0	1	0
/blog/average-chest-size/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/average-chest-size/	How to Track Muscle Gain Progress: 5 Methods Ranked (Photos, Measurements, DEXA & AI) | GainFrame	1	0	1	0	0	0	1	0
/blog/average-chest-size/	I Compared My AI Body Scan to a $150 DEXA Scan — Here's How Close It Got | GainFrame	1	0	1	0	0	0	0	0
/blog/average-chest-size/	Ideal Body Measurements for Men: The Classic Proportions Chart | GainFrame	1	0	1	0	0	0	1	0
/blog/average-chest-size/	Natty Limit: How Big Can You Get Naturally? (With Real Numbers) | GainFrame	1	0	1	0	0	0	1	0
/blog/average-chest-size/	What Would I Look Like If I Lost Weight? Free AI Body Transformation | GainFrame	1	0	1	0	0	0	0	0
/blog/average-forearm-size/	Average Bicep Size: By Height, Age & What Counts as Big | GainFrame	1	0	1	0	0	0	1	0
/blog/average-forearm-size/	Ideal Body Measurements for Men: The Classic Proportions Chart | GainFrame	1	0	1	0	0	0	1	0
/blog/average-forearm-size/	Signs You're Building Muscle (Before You Can See It in the Mirror) | GainFrame	1	0	1	0	0	0	1	0
/blog/average-shoulder-width/	AI Physique Rater — Rate My Physique From a Photo, Free | GainFrame	1	0	1	0	0	0	1	0
/blog/average-shoulder-width/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/average-shoulder-width/	What Is FFMI? The Body Composition Metric That Actually Works for Lifters | GainFrame	1	0	1	0	0	0	1	0
/blog/average-waist-size-men/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/average-waist-size-men/	Aesthetic Physique: The Body Fat % and Proportions That Create the Look | GainFrame	1	0	1	0	0	0	1	0
/blog/average-waist-size-men/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	1	0	1	0	0	0	1	0
/blog/average-waist-size-men/	How Accurate Are Body Fat Calculators? Method by Method | GainFrame	1	0	1	0	0	0	1	0
/blog/average-waist-size-women/	Average Body Fat Percentage by Age: Charts for Men & Women | GainFrame	1	0	1	0	0	0	1	0
/blog/average-waist-size-women/	Average Body Fat Percentage for Women: Charts by Age & Fitness Level | GainFrame	1	0	1	0	0	0	1	0
/blog/average-waist-size-women/	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	5 Best AI Body Fat Estimator Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	5 Melhores Aplicativos de IA para Estimar a Gordura Corporal em 2026 (Testados e Classificados) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	6 Best Body Scanning & Measurement Apps in 2026 (Tested) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	7 Best Body Transformation Apps in 2026 (Ranked & Compared) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	2	1	1	0	0	0	1	1
/blog/best-ai-body-fat-apps/	Come calcolare la massa grassa da una foto utilizzando l'intelligenza artificiale (Guida 2026) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Die 5 besten KI-Apps zur Körperfettmessung 2026 (Getestet & Ranking) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Fitness Comics — Gym, Nutrition & Training Myths Illustrated | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Fortschrittsfotos, die die Veränderungen erklären | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Fotos de progresso que explicam o que mudou | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Fotos del progreso que explican los cambios | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Le 5 migliori app di intelligenza artificiale per la stima della massa grassa corporea nel 2026 (testate e classificate) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-fitness-apps-track-body/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-personal-trainer-apps/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-personal-trainer-apps/	Apps Like GainFrame: Honest Alternatives (From the Founder) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-personal-trainer-apps/	Body Fat Percentage Calculator — Free Estimate | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-personal-trainer-apps/	FFMI Calculator — Fat-Free Mass Index &amp; Natural Limit | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-personal-trainer-apps/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-personal-trainer-apps/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-personal-trainer-apps/	Ray Fitness App Review (2026): The Voice AI Trainer, Tested | GainFrame	1	0	1	1	0	1	0	0
/blog/best-ai-personal-trainer-apps/	What Would I Look Like If I Lost Weight? Free AI Body Transformation | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-composition-scales/	Hume Health Body Pod Review (2026): Worth $229? | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-composition-scales/	Las 6 mejores básculas de composición corporal en 2026 (clasificadas según los resultados) | GainFrame	1	0	1	0	0	0	0	0
/blog/best-body-composition-scales/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-composition-scales/	Withings Body Scan Review (2026): The $400 Scale, Honestly | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-fat-scanner-apps/	Os 6 melhores aplicativos de escaneamento de gordura corporal em 2026 (testados e classificados) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-fat-scanner-apps/	What Would I Look Like If I Lost Weight? Free AI Body Transformation | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-fat-scanner-apps/?need_sec_link=1&sec_link_scene=im	6 Best Body Fat Scanner Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	1	0	1	0	0
/blog/best-body-rating-apps/	Rate My Physique — Free AI Body Rater From One Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-scanning-measurement-apps/	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	2	1	1	0	0	0	2	1
/blog/best-body-scanning-measurement-apps/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-scanning-measurement-apps/?need_sec_link=1&sec_link_scene=im	6 Best Body Fat Scanner Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-scanning-measurement-apps/?need_sec_link=1&sec_link_scene=im	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-scanning-measurement-apps/?need_sec_link=1&sec_link_scene=im	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	5 Best AI Body Fat Estimator Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	6 Best Body Scanning & Measurement Apps in 2026 (Tested) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	8 Best Body Tracking Apps in 2026 (Every Type Compared) | GainFrame	5	4	1	4	3	1	4	3
/blog/best-body-tracking-apps/	Best Body Composition Apps for Tracking Progress (2026): Spren, GainFrame, ZOZOFIT & More | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	Every Tool and System Behind My $944 MRR iOS App | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	GainFrame Is Live on the App Store | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	How Often Should You Take Progress Photos? (Science-Backed Answer) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	I Compared My AI Body Scan to a $150 DEXA Scan — Here's How Close It Got | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	MeThreeSixty vs GainFrame (2026): 3D Avatar or AI Photos? | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	Recomp AI vs GainFrame (2026): Which AI Body Tracker Fits? | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-tracking-apps/	The Best Fitness App Stack for 2026: Strava, Hevy, GainFrame & CalAI | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	AI Body Transformation — See Yourself After 1 Year of Training | GainFrame	2	1	1	0	0	0	2	1
/blog/best-body-transformation-apps/	Best Body Composition Apps for Tracking Progress (2026): Spren, GainFrame, ZOZOFIT & More | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	Best Free Progress Photo Apps (2026): What Actually Works Without Paying | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	Best Progress Photo Apps for 2026: 5 Options Reviewed | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	3	2	1	0	0	0	3	2
/blog/best-body-transformation-apps/	Fitness Comics — Gym, Nutrition & Training Myths Illustrated | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	GainFrame — Privacy Policy	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	Las 7 mejores aplicaciones para transformar tu cuerpo en 2026 (clasificadas y comparadas) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	Progress App vs GainFrame (2026): Which Tracker Fits Your Goal? | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	What Would I Look Like If I Lost Weight? Free AI Body Transformation | GainFrame	1	0	1	0	0	0	1	0
/blog/best-free-progress-photo-apps/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/blog/best-glp1-muscle-tracking-apps/	5 Best Apps to Track Muscle Loss on GLP-1s (Ozempic, Zepbound) | GainFrame	2	1	1	2	1	1	0	0
/blog/best-progress-photo-apps-android/	How to Take Progress Photos By Yourself: 5-Minute Setup (No Tripod Required) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-progress-photo-apps/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/best-progress-photo-apps/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/best-whoop-alternatives-for-lifters/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/blog/body-fat-from-photo-app/	كيفية حساب نسبة الدهون في الجسم من صورة باستخدام الذكاء الاصطناعي (دليل 2026) | GainFrame	1	0	1	0	0	0	1	0
/blog/body-fat-percentage-chart/	Why Your Abs Only Show When You Flex (and What Changes That) | GainFrame	1	0	1	1	0	1	0	0
/blog/body-frame-size/	Body Frame Size: How to Tell If You're Small, Medium, or Large Framed | GainFrame	4	3	1	4	3	1	2	0
/blog/body-transformation-tracker-apps/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/bulk-cut-or-recomp/	What Would I Look Like With Less Body Fat? (Visualize It) | GainFrame	1	0	1	0	0	0	0	0
/blog/chest-to-waist-ratio/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/cutting-without-counting-calories/	Cutting Without Counting Calories: What Actually Works | GainFrame	3	2	1	2	2	0	0	0
/blog/cutting-without-counting-calories/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	1	0	1	1	0	1	0	0
/blog/dexa-scan-alternative/	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	1	0	1	0	0	0	1	0
/blog/dexa-scan-vs-ai-body-composition/	I Compared My AI Body Scan to a $150 DEXA Scan — Here's How Close It Got | GainFrame	1	0	1	1	0	1	0	0
/blog/every-way-to-measure-body-fat/	Body Fat Percentage Chart: What 10–40% Actually Looks Like (Men & Women) | GainFrame	1	0	1	0	0	0	0	0
/blog/future-physique-ai-prediction/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/gainframe-is-live/	GainFrame Is Live on the App Store | GainFrame	1	0	1	0	0	0	0	0
/blog/gainframe-roadmap-next-90-days/	Fitness Comics — Gym, Nutrition & Training Myths Illustrated | GainFrame	1	0	1	0	0	0	1	0
/blog/gainframe-roadmap-next-90-days/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/blog/how-ai-body-composition-analysis-works/	The All-New Deep Dive: Posture, Macros, and Goal-Driven Analysis | GainFrame	1	0	1	1	0	1	1	0
/blog/how-long-to-see-results-from-lifting/	How Long to See Results from Lifting: A Realistic Timeline | GainFrame	3	2	1	3	2	1	1	1
/blog/how-much-muscle-can-you-gain-in-a-month/	How Much Muscle Can You Gain in a Month? Honest Numbers | GainFrame	4	3	1	4	3	1	1	0
/blog/how-much-muscle-can-you-gain-in-a-month/	Natty Limit: How Big Can You Get Naturally? (With Real Numbers) | GainFrame	1	0	1	0	0	0	1	0
/blog/how-much-muscle-can-you-gain-in-a-month/	Why Your Weight Goes Up When You Start Lifting (It's Not Fat) | GainFrame	1	0	1	0	0	0	1	0
/blog/how-to-get-a-smaller-waist/	How to Get a Smaller Waist: What Works and What's a Myth | GainFrame	3	2	1	3	2	1	0	0
/blog/how-to-take-body-measurements/	Average Neck Size for Men: What's Normal, What's Healthy & When It Matters | GainFrame	1	0	1	0	0	0	1	0
/blog/ideal-body-measurements-men/	Natty Limit: How Big Can You Get Naturally? (With Real Numbers) | GainFrame	1	0	1	0	0	0	1	0
/blog/ideal-body-measurements-men/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	0	0
/blog/ideal-body-measurements-men/	Shoulder to Waist Ratio: The V-Taper Math (and How to Actually Improve Yours) | GainFrame	2	1	1	0	0	0	2	1
/blog/ideal-body-measurements-men/	What Would I Look Like If I Lost Weight? Free AI Body Transformation | GainFrame	1	0	1	0	0	0	1	0
/blog/in-app-chat/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	0	0
/blog/in-app-chat/	Why I Added In-App Chat to GainFrame | GainFrame	2	1	1	1	1	0	1	0
/blog/ios-app-playbook-2026/	AI Physique Rater — Rate My Physique From a Photo, Free | GainFrame	1	0	1	0	0	0	1	0
/blog/ios-app-playbook-2026/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	3	2	1	0	0	0	3	2
/blog/ios-app-playbook-2026/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	2	1	1	0	0	0	2	1
/blog/jefit-vs-hevy/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/blog/jefit-vs-hevy/	trackBod Review 2026: Is It Worth It? (Honest Comparison with GainFrame) | GainFrame	1	0	1	0	0	0	1	0
/blog/lean-bulk-vs-dirty-bulk/	Lean Bulk vs Dirty Bulk: What Each Actually Looks Like | GainFrame	2	1	1	2	1	1	1	0
/blog/meet-gainframe-guy/	Meet GainFrame Guy: Simple Fitness Tips That Don't Overcomplicate Everything | GainFrame	2	1	1	2	0	2	1	1
/blog/methreesixty-vs-gainframe/	6 Best Body Scanning & Measurement Apps in 2026 (Tested) | GainFrame	1	0	1	1	0	1	0	0
/blog/natty-limit/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/natty-limit/	Average Shoulder Width: What's Broad, What's Average & What You Can Change | GainFrame	1	0	1	1	0	1	0	0
/blog/normal-bmi-but-look-fat/	How to Tell If You're Skinny Fat (And Why the Scale Can't) | GainFrame	1	0	1	0	0	0	1	0
/blog/organic-traffic-15x-90-days/	My App Hit $1,000 MRR Today, Five Months After the First Commit | GainFrame	1	0	1	0	0	0	1	0
