landingPagePlusQueryString	pageTitle	recent_sessions	prior_sessions	sessions_delta	recent_newUsers	prior_newUsers	newUsers_delta	recent_engagedSessions	prior_engagedSessions
/body-fat/18-percent-body-fat-male/	8% Body Fat Male: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/18-percent-body-fat-male/	Body Fat Percentage Pictures: Men & Women at Every Level | GainFrame	1	0	1	0	0	0	1	0
/body-fat/20-percent-body-fat-female/	18% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/20-percent-body-fat-female/	25% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/20-percent-body-fat-female/	30% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/20-percent-body-fat-female/	35% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/20-percent-body-fat-female/	Body Fat Percentage Pictures: Men & Women at Every Level | GainFrame	1	0	1	0	0	0	1	0
/body-fat/20-percent-body-fat-male/	30% Body Fat Male: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/25-percent-body-fat-male/	25% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/30-percent-body-fat-female/	18% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/30-percent-body-fat-female/	20% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/30-percent-body-fat-female/	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/30-percent-body-fat-female/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/body-fat/30-percent-body-fat-female/	What Would I Look Like If I Lost Weight? Free AI Body Transformation | GainFrame	1	0	1	0	0	0	1	0
/body-fat/30-percent-body-fat-male/	30% Body Fat Male: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	0	0
/body-fat/35-percent-body-fat-female/	25% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/40-percent-body-fat-female/	20% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/40-percent-body-fat-female/	25% Body Fat Female: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/body-fat/40-percent-body-fat-female/	Body Fat Percentage Pictures: Men & Women at Every Level | GainFrame	1	0	1	0	0	0	1	0
/comics/	5 Best AI Body Fat Estimator Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/comics/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	3	2	1	0	0	0	1	2
/comics/	Free Tools Helped Add $920 MRR in 31 Days | GainFrame	1	0	1	0	0	0	0	0
/comics/	GainFrame — Stop Guessing Your Body Fat	1	0	1	0	0	0	1	0
/comics/	My App Hit $1,000 MRR Today, Five Months After the First Commit | GainFrame	1	0	1	0	0	0	0	0
/comics/1-year-progressive-overload/	1 Year of Progressive Overload — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/1000-days-lifting/	1000 Days of Lifting — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/1month-vs-3months/	1 Month vs 3 Months — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/30g-of-protein/	How Much Is 30g of Protein? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/5-guys-at-every-gym/	5 Guys You See at Every Gym — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/?comic=how-long-should-a-cut-last	Fitness Comics — Gym, Nutrition & Training Myths Illustrated | GainFrame	1	0	1	0	0	0	0	0
/comics/?comic=how-long-should-a-cut-last	Progress photos that explain what changed | GainFrame	1	0	1	1	0	1	0	0
/comics/?comic=what-builds-upper-chest	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/comics/?comic=what-builds-upper-chest	Fitness Comics — Gym, Nutrition & Training Myths Illustrated | GainFrame	1	0	1	1	0	1	1	0
/comics/?comic=what-builds-upper-chest	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/comics/?comic=what-builds-upper-chest	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/comics/?comic=what-builds-upper-chest	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/comics/abs-sound-backwards/	Ab Tips That Sound Backwards — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/alcohol-stealing-gains/	Alcohol Is Stealing Your Gains — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/are-eggs-actually-bad/	Are Eggs Actually Bad? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/are-machines-cheating/	Are Machines Cheating? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/beginner-gym-split/	The Perfect Gym Split For Beginners — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/best-chest-day/	The Best Chest Day Workout — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/best-upper-body-exercises/	Best Exercises for Every Muscle Group (Upper Body Edition) — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/best-v-taper-exercises/	Best Exercises for a V-Taper — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/bicep-curl-mistake/	The Bicep Curl Mistake — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/blame-genetics/	Is It Just Bad Genetics? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/build-muscle-after-40/	Can You Build Muscle After 40? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/bulk-cut-maintain/	Bulk, Cut, or Maintain? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/bulk-vs-cut/	Bulk vs Cut: Which One? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/cant-feel-glutes/	Can't Feel Your Glutes? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/cardio-ate-my-gains/	Cardio Ate My Gains — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/cardio-kill-gains/	Will Cardio Kill Your Gains? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/chest-tier-list/	Ranking Every Chest Exercise — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/chest-wont-grow/	Why Your Chest Won't Grow — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/comics.html	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	1	0	1	0	0
/comics/dating-a-guy-who-lifts/	Dating a Guy Who Lifts — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/day1-self/	Things I'd Tell My Day-1 Self — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/deficit-isnt-starvation/	Deficit Isn't Starvation — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/deload-before-you-break/	Deload Before You Break — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/diet-soda-fat/	Is Diet Soda Making You Fat? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/dirty-bulk-debt/	Dirty Bulk Debt — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/discipline-not-motivation/	Discipline Beats Motivation — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/do-you-need-10k-steps/	Do You Really Need 10K Steps? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/do-you-need-to-deadlift/	Do You Need to Deadlift? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/does-full-range-of-motion-matter/	Does Full Range Actually Matter? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/does-muscle-weigh-more-than-fat/	Does Muscle Weigh More Than Fat? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/does-the-sauna-do-anything/	Does the Sauna Do Anything? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/dont-need-supplements/	The Truth About Supplements — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/efficient-workouts-wasting-time/	5 'Efficient' Workouts Wasting Your Time — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/ego-lifting/	The #1 Mistake Killing Your Gains — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/excuses-youve-all-used/	5 Excuses You've All Used — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/fake-progress-traps/	Fake Progress Traps — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/fat-loss-backwards/	Fat Loss Tips That Sound Backwards — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/getting-lean-truth/	What Nobody Tells You About Getting Lean — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/gym-anxiety-sound-fake/	Gym Anxiety Fixes That Sound Fake — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/gym-crush-secrets/	Your Gym Crush's Secrets — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/gym-lied-to-you/	The Gym Lied to You — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/gym-myths-still-believe/	6 Gym Myths You Still Believe — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/gym-person-signs/	Signs You've Become a Gym Person — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/gym-rankings-s-to-f/	Every Gym Ranked S to F — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/gym-selfie-truth/	You're Taking Progress Photos Wrong — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/gym-unwritten-rules/	The Unwritten Rules — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/healthy-foods-cut/	5 'Healthy' Foods Killing Your Cut — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/influencer-lies-you-fell-for/	5 Influencer Lies You Fell For — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/is-pre-workout-worth-it/	Is Pre-Workout Worth It? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/is-your-workout-too-long/	Is Your Workout Too Long? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/lifting-in-your-30s/	Lifting in Your 30s Hits Different — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/lifting-wont-make-you-bulky/	Lifting Won't Make You Bulky — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/lose-fat-build-muscle/	Lose Fat and Build Muscle? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/mental-game/	The Mental Game of Lifting — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/mind-muscle/	Do This If You Can't Feel It — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/mistakes-killing-your-shoulders/	5 Mistakes Killing Your Shoulders — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/moms-built-different/	Moms Are Built Different — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/motivation-too-easy/	Motivation Tricks That Sound Too Easy — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/muscle-tips-sound-fake/	Muscle Tips That Sound Fake — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/muscle-turn-to-fat/	Does Muscle Turn to Fat? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/muscles-are-a-gift/	Muscles Are a Gift — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/nobody-trains/	5 Muscles Nobody Trains — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/not-drinking-enough-water/	You're Not Drinking Enough Water — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/not-getting-bigger/	Why You're Not Getting Bigger — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/not-your-metabolism/	It's Not Your Metabolism — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/numbers-can-talk/	Your Numbers Can Talk Now — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/optimal-training-truth/	The Truth About Optimal Training — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/out-train-a-bad-diet/	Can You Out-Train a Bad Diet? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/perfect-push-day/	Build the Perfect Push Day — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/pov-225-bench/	POV: You Just Hit 225 Bench — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/privacy.html	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	1	0	1	0	0
/comics/progressive-overload/	Progressive Overload Explained — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/protein-hacks-sound-fake/	Protein Hacks That Sound Fake — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/protein-isnt-magic/	Protein Isn't Magic — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/protein-truth/	The Truth About Protein — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/revenge-bedtime-kills-gains/	Late Nights Kill Gains — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/scale-stalls-lie/	Scale Stalls Lie — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/scale-weight-trap/	The Scale Trap — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/should-you-train-when-sore/	Should You Train When Sore? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/skinny-fat-trap/	The Skinny-Fat Trap — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/skip-day-spiral/	The Skip Day Spiral — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/sleep-beats-supplements/	Sleep Beats Supplements — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/sleep-hacks-sound-fake/	Sleep Hacks That Sound Fake — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/sleep-killing-gains/	Your Sleep Is Killing Your Gains — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/soreness-isnt-growth/	Soreness Isn't Growth — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/squat-rack-standoff/	The Squat Rack Standoff — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/stages-of-a-summer-cut/	Stages of a Summer Cut — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/stop-working-out/	What Happens When You Stop Lifting — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/stuck-in-plateau/	Do This If You're Stuck — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/summer-shred-checklist/	Summer Shred Checklist — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/supplements-that-work/	5 Supplements That Actually Work — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/target-belly-fat/	Can You Target Belly Fat? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/test-boosters-truth/	Do Test Boosters Even Work? — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/thats-not-a-bulk/	That's Not a Bulk — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/the-gang-goes-to-the-gym/	The Gang Goes to the Gym — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/the-office-at-the-gym/	The Office at the Gym — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/top-5-core-exercises/	Top 5 Core Exercises — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/tracking-progress-wrong/	You're Tracking Progress Wrong — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/train-less-grow-more/	Train Less Grow More — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/training-to-failure-trap/	The Failure Trap — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/vacation-wont-ruin-gains/	Vacation Won't Ruin Gains — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/warm-up-or-lose/	Warm Up Or Lose — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/weekends-ruin-cuts/	Weekends Ruin Cuts — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/what-3000-calories-looks-like/	What 3,000 Calories Actually Looks Like — Fitness Comic | GainFrame	2	1	1	2	1	1	0	0
/comics/what-builds-long-head-triceps/	What Builds the Long Head of Your Triceps? — Fitness Comic | GainFrame	1	0	1	1	0	1	1	0
/comics/why-arms-wont-grow/	Why Arms Won't Grow — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/comics/your-first-gym-week/	Your First Gym Week — Fitness Comic | GainFrame	1	0	1	1	0	1	0	0
/community-guidelines/	Community Guidelines — GainFrame | GainFrame	1	0	1	0	0	0	0	0
/community-guidelines/	Smjernice zajednice — GainFrame | GainFrame	1	0	1	1	0	1	0	0
/from?need_sec_link=1&sec_link_scene=im	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	1	0	1	1	0
/get/?fbclid=IwcGRvZgRleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAwyNTYyODEwNDA1NTgAAR5_smD0VWuBGihGVvhfgO8HP-UMr5smdY7ZI8WsikRwjyMOsCgePCcT9OwKhg_aem_apHroFZADxMZn_vsQptrTw	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	1	0
/get/?fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQPNTY3MDY3MzQzMzUyNDI3AAGnvyN0_ZD668E47eTi9npzCCqKgn6ClnCHe-bb2-GNb5XZ78XE06ukKcbwUEQ_aem_W4nGvtOQgCP3Gy-9L2TfQQ	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	1	0
/get/?fbclid=PAcGRvZgJleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA85MzY2MTk3NDMzOTI0NTkAAacn7AoPqz9b3hTl0tnycdWPSD7QE00jI0BFHxOLY9p5LoRHkWJE2D0wnZeImg_aem_qzUF_1dqwWRcf2LYXEHw1Q	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	0	0
/get/?fbclid=PAcGRvZgJleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAacGktjy2zr0TvJVEZhn8UYd6UKa1Wltb2z3xbDnDPdjGobDjxgO9ETuTSFNyQ_aem_JeDsHLUllN7KOLZGmoPS4A	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	1	0
/get/?fbclid=PAcGRvZgJmZGlkFlDHMTM_GJTEBQB-FxcrxC6rU-DPy49leHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadfn-zuAhyQ9n5a2Omk5CI7UyfCFReF_cfQiLSYGzsbN3k4bAIwDQp0kharRg_aem_FmtXgfnLcKHW-r_lbd7N_Q	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	0	0
/get/?fbclid=PAcGRvZgJmZGlkFlDI1rYa6hGY5v4_ML_fqhRK9LE9zvJleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAacqIrjB4l1-gYlGiO6iZYk5AhQ79RzvPcEow-P6hdXjMPTAFBVkU76wEpd2Jw_aem_QcWSkf8QY91x_g8znigDRg	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	1	0
/get/?fbclid=PAcGRvZgJmZGlkFlDIU13rxgrNEt1-JiYl-Xtl0S3G2oBleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaf2GSigwxKX29WKX-scrwrb4VGK6AHm6WGxBrwX5tvKhmLvvAfXA6Kiwxyj_Q_aem_hYhU15Xt1EEa7waiyi8rZw	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	0	0
/get/?fbclid=PAcGRvZgJmZGlkFlDIfaNBhE-KIZW00ZXOu-1TF40JR8NleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAad_ayeXPsfUMG1AHyWMTUc4PJWOr5nvXn4pigoaZZLXJmkEilqt_-nkD9O4GQ_aem_jF-woqBN6JwSKw2Aiyuqig	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	0	0
/get/?fbclid=PAcGRvZgJmZGlkFlDL9gzVwRxnBzwEVBBNIIoeJ9KvCxVleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafHAK54cNpeSUHTRmPHbX8GskiDlYIXffhT8R80x0Av4ZZLju9EbBw0Zc0O1w_aem_cW7xODIDc6BqU7D9zhsWKw	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	0	0
/get/?fbclid=PAcGRvZgJmZGlkFlDMdaZTB-ZUJJl46N-23BEf1Z3ISR9leHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaf0isg2ifYdwTWDdEarI6axYiG8i6CsZA5X0wF0FADDwZgRkCy1qMXEIgnx7Q_aem_ARqfajX_rWWhbuUE2Qwkmw	GainFrame — Stop Guessing Your Body Fat	1	0	1	1	0	1	0	0
/giveaway/?fbclid=IwY2xjawTq3-5wZG9mBWV4dG4DYWVtAjExAHNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR6Y-lP0IBB2Lx-JkIGY8lBarcMtQXT6XhJk5Xz-tHDZhlnggOJ2nvCuwAE4Ww_aem_tSA59060e9uvbFURMlC_1Q	GainFrame Transformation Challenge — Win $300 | #GainFrameChallenge	1	0	1	0	0	0	0	0
/leaderboard/	AI Ab Analyzer: Six Pack Score & Timeline From One Photo | GainFrame	1	0	1	0	0	0	1	0
/leaderboard/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/leaderboard/	Community Profile — GainFrame | GainFrame	1	0	1	0	0	0	1	0
/leaderboard/	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	0	0	0	1	0
/leaderboard/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	1	0	1	0	0	0	1	0
/leaderboard/	I Spent $5,674 on App Ads. Here's Why I Stopped. | GainFrame	1	0	1	0	0	0	1	0
/leaderboard/	My SEO Is a Weekly Audit Loop Now. Organic Clicks Tripled in a Month. | GainFrame	1	0	1	0	0	0	1	0
/leaderboard/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	1	0
/leaderboard/?deploy=5586b03	GainFrame Leaderboard | GainFrame	1	0	1	0	0	0	1	0
/privacy/	Progress photos that explain what changed | GainFrame	1	0	1	0	0	0	0	0
/tools/	10 Best Fitness Apps for Women in 2026 (By Goal) | GainFrame	1	0	1	0	0	0	1	0
/tools/	10% Body Fat Male: What It Looks Like (Pictures by Age) | GainFrame	1	0	1	0	0	0	1	0
/tools/	1RM Calculator — One Rep Max &amp; Strength Standards | GainFrame	1	0	1	0	0	0	1	0
/tools/	6 Best Body Scanning & Measurement Apps in 2026 (Tested) | GainFrame	1	0	1	0	0	0	1	0
/tools/	Body Fat Percentage Calculator — Free Estimate | GainFrame	3	2	1	0	0	0	2	2
/tools/	Calculadora de Gordura Corporal Gratuita com IA a partir de uma Foto | GainFrame	1	0	1	0	0	0	1	0
/tools/	Calculadora gratuita de grasa corporal con IA a partir de una foto | GainFrame	1	0	1	0	0	0	1	0
/tools/	DEXA Scan Alternative: 6 Options Ranked by Cost, Accuracy & Convenience | GainFrame	1	0	1	0	0	0	1	0
/tools/	Do I Look Fat? An Honest Way to Actually Check | GainFrame	1	0	1	0	0	0	1	0
/tools/	Gratis AI-tool om je lichaamsvetpercentage te schatten aan de hand van een foto | GainFrame	1	0	1	0	0	0	1	0
/tools/	How I Grew My App's Organic Traffic 15x in 90 Days | GainFrame	1	0	1	0	0	0	1	0
/tools/	How to Get a Toned Stomach: What Works for Women | GainFrame	1	0	1	0	0	0	1	0
/tools/	I Compared My AI Body Scan to a $150 DEXA Scan — Here's How Close It Got | GainFrame	1	0	1	0	0	0	1	0
/tools/	My App Flatlined at $530 MRR in May. I Almost Quit. These Are My Goals for the Next 12 Months. | GainFrame	1	0	1	0	0	0	1	0
/tools/	Porcentaje de grasa corporal a cada edad: visualizador interactivo (hombres y mujeres) | GainFrame	1	0	1	0	0	0	1	0
/tools/	Progress Photo Setup Tool — Perfect Your Gym Photos | GainFrame	1	0	1	0	0	0	1	0
/tools/	Valora mi físico: un evaluador corporal gratuito con IA a partir de una foto | GainFrame	1	0	1	0	0	0	1	0
/tools/	¿Cómo me vería si perdiera peso? Transformación corporal gratuita con IA | GainFrame	1	0	1	0	0	0	1	0
/tools/	Đánh giá vóc dáng của tôi — Công cụ đánh giá hình thể bằng AI miễn phí từ một bức ảnh | GainFrame	1	0	1	0	0	0	1	0
/tools/	Безкоштовний AI-калькулятор жиру в організмі з фотографії | GainFrame	1	0	1	0	0	0	1	0
/tools/	Бесплатный калькулятор жировой массы тела на основе ИИ по фотографии | GainFrame	1	0	1	0	0	0	1	0
/tools/	Як би я виглядав, якби схуд? Безкоштовна трансформація тіла за допомогою штучного інтелекту | GainFrame	1	0	1	0	0	0	1	0
/tools/	حاسبات مجانية لنسبة الدهون في الجسم - مسح ضوئي وتصوير مرئي بتقنية الذكاء الاصطناعي | GainFrame	1	0	1	0	0	0	1	0
/tools/	كيف سيبدو شكلي لو فقدت وزني؟ تحويل الجسم بتقنية الذكاء الاصطناعي مجاناً | GainFrame	1	0	1	0	0	0	1	0
/tools/	無料体脂肪計算ツール — AI写真スキャン＆ビジュアライザー | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	Body Fat Percentage Calculator — Free Estimate | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	Calculadora de porcentaje de grasa corporal: estimación gratuita | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	Calculadora gratuita de grasa corporal con IA a partir de una foto | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	FFMI Calculator — Fat-Free Mass Index &amp; Natural Limit | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	Free Body Fat Calculators — AI Photo Scan & Visualizer | GainFrame	1	0	1	1	0	1	1	0
/tools/?hl=es-ES	Porcentaje de grasa corporal a cada edad: visualizador interactivo (hombres y mujeres) | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	Rate My Physique — Free AI Body Rater From One Photo | GainFrame	1	0	1	0	0	0	1	0
/tools/?hl=es-ES	Valora mi físico: un evaluador corporal gratuito con IA a partir de una foto | GainFrame	1	0	1	0	0	0	1	0
/tools/ab-analyzer/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/tools/ai-body-transformation/	Công cụ ước tính lượng mỡ cơ thể bằng AI miễn phí từ ảnh | GainFrame	1	0	1	0	0	0	0	0
